,phrase,contaminant,date,city,county,title,page_url
80,"
Tulare County Supervisor Allen Ishida, a citrus farmer from Lindsay, said the report failed to determine exactly where nitrates came from.",nitrate,"October 22, 2016","['Citrus', 'Castroville', 'Fresno', 'Sacramento', 'Orange', 'Poplar', 'Davis', 'Lindsay', 'Tulare', 'San Joaquin', 'Visalia', 'Ivanhoe', 'Salinas']",['Tulare'],State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
81,"
“Harter was not asked to source the nitrates or age the water,” he said, pointing out that some water has been in the ground for eons and that nitrates can (come) from sources besides farms.",nitrate,"October 22, 2016","['Citrus', 'Castroville', 'Fresno', 'Sacramento', 'Orange', 'Poplar', 'Davis', 'Lindsay', 'Tulare', 'San Joaquin', 'Visalia', 'Ivanhoe', 'Salinas']",['Tulare'],State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
82,"
Cristobal Chavez, 58, tested his well at his home near Poplar four months ago and found it was too high in nitrates to be safe to drink.",nitrate,"October 22, 2016","['Citrus', 'Castroville', 'Fresno', 'Sacramento', 'Orange', 'Poplar', 'Davis', 'Lindsay', 'Tulare', 'San Joaquin', 'Visalia', 'Ivanhoe', 'Salinas']",['Tulare'],State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
83,"html


 
A state water agency has told some farmers in Tulare County that their operations caused nitrates to get into drinking water, and that the contamination must be replaced with a clean source.",nitrates,"October 22, 2016","['Citrus', 'Castroville', 'Fresno', 'Sacramento', 'Orange', 'Poplar', 'Davis', 'Lindsay', 'Tulare', 'San Joaquin', 'Visalia', 'Ivanhoe', 'Salinas']",['Tulare'],State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
84," Nitrates are a byproduct of nitrogen in fertilizers used in agriculture for decades, although some farmers point out nitrates also occur naturally.",nitrates,"October 22, 2016","['Citrus', 'Castroville', 'Fresno', 'Sacramento', 'Orange', 'Poplar', 'Davis', 'Lindsay', 'Tulare', 'San Joaquin', 'Visalia', 'Ivanhoe', 'Salinas']",['Tulare'],State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
85,"6 million people rely on groundwater polluted by nitrates, including many of the poorest communities in the state.",nitrates,"October 22, 2016","['Citrus', 'Castroville', 'Fresno', 'Sacramento', 'Orange', 'Poplar', 'Davis', 'Lindsay', 'Tulare', 'San Joaquin', 'Visalia', 'Ivanhoe', 'Salinas']",['Tulare'],State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
86,"”
Problems with the water
The problem of nitrates in drinking water has been a ticking time bomb in farm country for years, especially since 2010, when the Legislature ordered the State Water Resources Control Board to prepare a report about nitrates in drinking water.",nitrates,"October 22, 2016","['Citrus', 'Castroville', 'Fresno', 'Sacramento', 'Orange', 'Poplar', 'Davis', 'Lindsay', 'Tulare', 'San Joaquin', 'Visalia', 'Ivanhoe', 'Salinas']",['Tulare'],State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
87,"
Two years later, the Harter report from UC Davis came out, stating that 96 percent of human-generated nitrates entering groundwater in the Tulare Lake Basin and Salinas Valley came from cropland.",nitrates,"October 22, 2016","['Citrus', 'Castroville', 'Fresno', 'Sacramento', 'Orange', 'Poplar', 'Davis', 'Lindsay', 'Tulare', 'San Joaquin', 'Visalia', 'Ivanhoe', 'Salinas']",['Tulare'],State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
88,"
Tulare County Supervisor Allen Ishida, a citrus farmer from Lindsay, said the report failed to determine exactly where nitrates came from.",nitrates,"October 22, 2016","['Citrus', 'Castroville', 'Fresno', 'Sacramento', 'Orange', 'Poplar', 'Davis', 'Lindsay', 'Tulare', 'San Joaquin', 'Visalia', 'Ivanhoe', 'Salinas']",['Tulare'],State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
89,"
“Harter was not asked to source the nitrates or age the water,” he said, pointing out that some water has been in the ground for eons and that nitrates can (come) from sources besides farms.",nitrates,"October 22, 2016","['Citrus', 'Castroville', 'Fresno', 'Sacramento', 'Orange', 'Poplar', 'Davis', 'Lindsay', 'Tulare', 'San Joaquin', 'Visalia', 'Ivanhoe', 'Salinas']",['Tulare'],State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
90,"
Cristobal Chavez, 58, tested his well at his home near Poplar four months ago and found it was too high in nitrates to be safe to drink.",nitrates,"October 22, 2016","['Citrus', 'Castroville', 'Fresno', 'Sacramento', 'Orange', 'Poplar', 'Davis', 'Lindsay', 'Tulare', 'San Joaquin', 'Visalia', 'Ivanhoe', 'Salinas']",['Tulare'],State Letter to Farmers Demands Water to Fix Nitrate Problem - Community Water Center,https://www.communitywatercenter.org/state_letter_to_farmers
91," Residents of Arvin explained that although they live in a low-income community, they have had great difficulty accessing adequate funding to finance a water treatment facility, which means residents have been dealing with arsenic-contaminated water for over 10 years.",arsenic,"October 07, 2016","['Fresno', 'San Joaquin', 'East Porterville', 'Arvin', 'Seville']",[],AGUA and CWC Host Federal EPA Officials - Community Water Center,https://www.communitywatercenter.org/epa_officials
92," For instance, Seville residents had recently received a boil water notice that said to boil water to address bacterial contamination, but not to serve boiled water to infants because it might have high nitrate levels.",nitrate,"October 07, 2016","['Fresno', 'San Joaquin', 'East Porterville', 'Arvin', 'Seville']",[],AGUA and CWC Host Federal EPA Officials - Community Water Center,https://www.communitywatercenter.org/epa_officials
93," These confusing messages, which left older residents wondering why their health wasn’t of concern with nitrates, which can cause cancer through long-term consumption.",nitrate,"October 07, 2016","['Fresno', 'San Joaquin', 'East Porterville', 'Arvin', 'Seville']",[],AGUA and CWC Host Federal EPA Officials - Community Water Center,https://www.communitywatercenter.org/epa_officials
94," These confusing messages, which left older residents wondering why their health wasn’t of concern with nitrates, which can cause cancer through long-term consumption.",nitrates,"October 07, 2016","['Fresno', 'San Joaquin', 'East Porterville', 'Arvin', 'Seville']",[],AGUA and CWC Host Federal EPA Officials - Community Water Center,https://www.communitywatercenter.org/epa_officials
95,"

Agricultural fertilizers as well as cow manure from dairy farms have led to domestic wells in California's Central Valley having dangerously high levels of nitrates ©Robyn Beck (AFP)

For years, Cristobal Chavez has been drinking the water directly from the faucet, never imagining that he, his wife and their children were in danger of nitrate poisoning.",nitrate,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
96,"
Several months ago, the Community Water Center (CWC) nonprofit association discovered that water in the family's well contained twice as many nitrates as the maximum allowed under state standards.",nitrate,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
97,"
According to a study by the University of California, Davis, some 250,000 people in the region are at risk of excessive exposure to nitrates.",nitrate,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
98,"
- 'Health emergency' -
The toxic effects of nitrates are widely recognized by World Health Organization and US health officials, and are particularly dangerous for children and pregnant women.",nitrate,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
99,"
California's Public Health Department was unable to provide statistics on blue baby syndrome, and says it does not collect data on the broader impact of nitrates in the Central Valley.",nitrate,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
100,"
Honorio Nunez, who is Mexican and makes a living picking oranges, discovered with the help of CWC that his tap water in Porterville is contaminated with nitrates and bacteria.",nitrate,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
101,"
""The vast number of smaller communities with this nitrate contamination are a ticking time bomb,"" Brockovich said.",nitrate,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
102,"
Authorities have indicated a willingness to toughen legislation on the amount of nitrates farmers can use, but are still in the information gathering stage.",nitrate,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
103,"
""If we don't do anything 80 percent of people (in parts of the Central Valley) could be impacted by nitrates by 2050,"" said Deborah Ores of the CWC.",nitrate,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
104,"
But when they find out about the nitrates, all hope will be lost, he said.",nitrate,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
105,"

Agricultural fertilizers as well as cow manure from dairy farms have led to domestic wells in California's Central Valley having dangerously high levels of nitrates ©Robyn Beck (AFP)

For years, Cristobal Chavez has been drinking the water directly from the faucet, never imagining that he, his wife and their children were in danger of nitrate poisoning.",nitrates,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
106,"
Several months ago, the Community Water Center (CWC) nonprofit association discovered that water in the family's well contained twice as many nitrates as the maximum allowed under state standards.",nitrates,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
107,"
According to a study by the University of California, Davis, some 250,000 people in the region are at risk of excessive exposure to nitrates.",nitrates,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
108,"
- 'Health emergency' -
The toxic effects of nitrates are widely recognized by World Health Organization and US health officials, and are particularly dangerous for children and pregnant women.",nitrates,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
109,"
California's Public Health Department was unable to provide statistics on blue baby syndrome, and says it does not collect data on the broader impact of nitrates in the Central Valley.",nitrates,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
110,"
Honorio Nunez, who is Mexican and makes a living picking oranges, discovered with the help of CWC that his tap water in Porterville is contaminated with nitrates and bacteria.",nitrates,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
111,"
Authorities have indicated a willingness to toughen legislation on the amount of nitrates farmers can use, but are still in the information gathering stage.",nitrates,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
112,"
""If we don't do anything 80 percent of people (in parts of the Central Valley) could be impacted by nitrates by 2050,"" said Deborah Ores of the CWC.",nitrates,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
113,"
But when they find out about the nitrates, all hope will be lost, he said.",nitrates,"September 20, 2016","['Hollywood', 'Davis', 'Porterville']",[],Nitrates Poison Water in California's Central Valley - Community Water Center,https://www.communitywatercenter.org/nitrates_poison_water
114," Within California, according to Community Water Center(CWC), a well-respected grassroots organization working to address water and equity issues in California’s Central Valley, thousands of people in the San Joaquin River Basin in the southern Central Valley have no clean drinking water due to drought or contamination of ground water supplies with arsenic, nitrates, or pesticides.",arsenic,"September 14, 2016","['Seville', 'San Joaquin']",[],"For Some People in the U.S., Every Day is a Day without Water - Community Water Center",https://www.communitywatercenter.org/for_some_people
115," Within California, according to Community Water Center(CWC), a well-respected grassroots organization working to address water and equity issues in California’s Central Valley, thousands of people in the San Joaquin River Basin in the southern Central Valley have no clean drinking water due to drought or contamination of ground water supplies with arsenic, nitrates, or pesticides.",nitrate,"September 14, 2016","['Seville', 'San Joaquin']",[],"For Some People in the U.S., Every Day is a Day without Water - Community Water Center",https://www.communitywatercenter.org/for_some_people
116," The Quintana family, like other residents of Seville, CA, had access only to ground water contaminated with nitrate at levels that were much higher than federal health standards deem safe.",nitrate,"September 14, 2016","['Seville', 'San Joaquin']",[],"For Some People in the U.S., Every Day is a Day without Water - Community Water Center",https://www.communitywatercenter.org/for_some_people
117," Within California, according to Community Water Center(CWC), a well-respected grassroots organization working to address water and equity issues in California’s Central Valley, thousands of people in the San Joaquin River Basin in the southern Central Valley have no clean drinking water due to drought or contamination of ground water supplies with arsenic, nitrates, or pesticides.",nitrates,"September 14, 2016","['Seville', 'San Joaquin']",[],"For Some People in the U.S., Every Day is a Day without Water - Community Water Center",https://www.communitywatercenter.org/for_some_people
118,"
California’s Community Water Center reports that water systems serving predominantly Latino and low-income communities have disproportionately high occurrences of arsenic and nitrate contamination, and that many low-income residents in affected areas are paying up to 10 percent of their monthly income to purchase clean, safe water.",arsenic,"September 06, 2016","['Davis', 'Freedom']",[],California Or A Third World Country? - Community Water Center,https://www.communitywatercenter.org/third_world_country
119,"
California’s Community Water Center reports that water systems serving predominantly Latino and low-income communities have disproportionately high occurrences of arsenic and nitrate contamination, and that many low-income residents in affected areas are paying up to 10 percent of their monthly income to purchase clean, safe water.",nitrate,"September 06, 2016","['Davis', 'Freedom']",[],California Or A Third World Country? - Community Water Center,https://www.communitywatercenter.org/third_world_country
120,"
“Managing nitrogen in the ag sector so that the nitrates going into groundwater start to net out zero or negative is a big challenge because we’re nowhere near being in balance,” says Tom Tomich, founding director of UC Davis’s Agriculture Sustainability Institute and the report's lead author.",nitrate,"August 10, 2016",['Davis'],[],California Agriculture Is The Largest Source Of Nitrogen Pollution In The State - Community Water Center,https://www.communitywatercenter.org/agriculture_largest_source_nitrogen_pollution
121," But even if we used everything we’ve got, we’d still have two-thirds of the nitrate to groundwater problem.",nitrate,"August 10, 2016",['Davis'],[],California Agriculture Is The Largest Source Of Nitrogen Pollution In The State - Community Water Center,https://www.communitywatercenter.org/agriculture_largest_source_nitrogen_pollution
122,"
“Managing nitrogen in the ag sector so that the nitrates going into groundwater start to net out zero or negative is a big challenge because we’re nowhere near being in balance,” says Tom Tomich, founding director of UC Davis’s Agriculture Sustainability Institute and the report's lead author.",nitrates,"August 10, 2016",['Davis'],[],California Agriculture Is The Largest Source Of Nitrogen Pollution In The State - Community Water Center,https://www.communitywatercenter.org/agriculture_largest_source_nitrogen_pollution
123," It is not safe to have arsenic or 1,2,3-TCP or anything of that nature in your drinking water.",arsenic,"August 10, 2016","['San Joaquin', 'Visalia']",[],White House Honors Tulare County Water Advocate - Community Water Center,https://www.communitywatercenter.org/whitehousehonors
124,"
“It is not okay to have nitrates in your drinking water.",nitrate,"August 10, 2016","['San Joaquin', 'Visalia']",[],White House Honors Tulare County Water Advocate - Community Water Center,https://www.communitywatercenter.org/whitehousehonors
125,"
“It is not okay to have nitrates in your drinking water.",nitrates,"August 10, 2016","['San Joaquin', 'Visalia']",[],White House Honors Tulare County Water Advocate - Community Water Center,https://www.communitywatercenter.org/whitehousehonors
126,"org/2016/07/21/op-ed-help-protect-our-communities-from-123-trichloropropane/
 
A few weeks ago, a Bakersfield television report on the carcinogenic water contaminant 1,2,3-trichloropropane (1,2,3-TCP) caught many local residents by surprise.",carcinogenic,"July 22, 2016","['Vernon', 'Greenfield', 'Delano', 'Fairview', 'Bakersfield', 'Arvin', 'Mojave']",['Kern'],Time to Set a Legal Limit for Carcinogen Found in Kern’s Water - Community Water Center,https://www.communitywatercenter.org/carcinogen_in_kern_water
127,Many of the communities have tap water with unsafe levels of arsenic or nitrates.,arsenic,"July 14, 2016","['Seville', 'Alpaugh', 'Goshen', 'Washington']",[],South Valley Woman Headed to Washington D.C. to be Honored for Being a Champion of Change - Community Water Center,https://www.communitywatercenter.org/south_valley
128,Many of the communities have tap water with unsafe levels of arsenic or nitrates.,nitrate,"July 14, 2016","['Seville', 'Alpaugh', 'Goshen', 'Washington']",[],South Valley Woman Headed to Washington D.C. to be Honored for Being a Champion of Change - Community Water Center,https://www.communitywatercenter.org/south_valley
129,Many of the communities have tap water with unsafe levels of arsenic or nitrates.,nitrates,"July 14, 2016","['Seville', 'Alpaugh', 'Goshen', 'Washington']",[],South Valley Woman Headed to Washington D.C. to be Honored for Being a Champion of Change - Community Water Center,https://www.communitywatercenter.org/south_valley
130,"
Eventually an opening did come his way via the Community Water Center, which works to address many of the water issues that Arvin faces, one of the most pressing of which is the high levels of arsenic in the local ground water.",arsenic,"June 24, 2016","['Modesto', 'Berkeley', 'Bakersfield', 'Arvin']",['Kern'],Gerardo Tinoco – On a Mission to Secure Clean Water for Arvin - Community Water Center,https://www.communitywatercenter.org/gerardo_tinoco_on_a_mission
131,"
A naturally recurring contaminant, arsenic is a know carcinogen.",arsenic,"June 24, 2016","['Modesto', 'Berkeley', 'Bakersfield', 'Arvin']",['Kern'],Gerardo Tinoco – On a Mission to Secure Clean Water for Arvin - Community Water Center,https://www.communitywatercenter.org/gerardo_tinoco_on_a_mission
132," He compared it to arsenic, saying a one time exposure will not make you sick, but research links years of exposure with multiple kinds of cancer.",arsenic,"June 23, 2016","['Delano', 'Robbins', 'Bakersfield', 'Lamont', 'Shafter', 'Wasco']",['Kern'],"Excessive levels of carcinogen 1,2,3-TCP found in Kern County water - Community Water Center",https://www.communitywatercenter.org/carcinogen_1_2_3_tcp
133," Coli, nitrate, 1,2,3-TCP, DBCP, arsenic, uranium, and hexavalent chromium.",arsenic,"June 16, 2016","['Exeter', 'Fresno', 'Bakersfield', 'Reedley', 'Terra Bella', 'East Porterville', 'Porterville', 'Visalia', 'Yettem', 'Orosi', 'Monson', 'Martinez', 'Alameda']",[],Pilot Program Provides Insight into Private Well Water Quality  - Community Water Center,https://www.communitywatercenter.org/privatewelltesting
134," Coli, nitrate, 1,2,3-TCP, DBCP, arsenic, uranium, and hexavalent chromium.",nitrate,"June 16, 2016","['Exeter', 'Fresno', 'Bakersfield', 'Reedley', 'Terra Bella', 'East Porterville', 'Porterville', 'Visalia', 'Yettem', 'Orosi', 'Monson', 'Martinez', 'Alameda']",[],Pilot Program Provides Insight into Private Well Water Quality  - Community Water Center,https://www.communitywatercenter.org/privatewelltesting
135,"
In parts of Thermal, for instance, the tap water is tainted with hazardous contaminants such as naturally occurring arsenic.",arsenic,"June 08, 2016","['Industry', 'Indio', 'Coachella', 'Davis', 'Thermal', 'Merced', 'Tulare', 'San Joaquin', 'Desert Hot Springs']","['Tulare', 'Kern']",Bill Would Ban New Wells in Parts of California - Community Water Center,https://www.communitywatercenter.org/bill_new_wells
136, Joaquin spoke passionately about the stress of sending his student to a school with arsenic-contaminated water and his recent relief in knowing that his son at Haven Drive Elementary School now has access to safe drinking water through new Agua4All fountains.,arsenic,"June 07, 2016","['Helm', 'Arvin']",[],Assemblymember Garcia and CWC Host Briefing on School Drinking Water,https://www.communitywatercenter.org/garcia_school_drinking_water
137,"
El Camino Real Elementary School in Arvin, an agricultural community near Bakersfield, has given students durable water bottles and installed state-of-the-art filling stations that filter out harmful levels of arsenic found in the water supply there.",arsenic,"June 06, 2016","['Fresno', 'Healdsburg', 'Sacramento', 'Bakersfield', 'Coachella', 'Camino', 'Tulare', 'Visalia', 'Arvin', 'Washington']",['Tulare'],Contaminated drinking water threatens California schools - Community Water Center,https://www.communitywatercenter.org/cabinetreportschools
138," Bacterial and arsenic violations were the most common types of violations impacting schools, followed by the pesticide DBCP, disinfectant byproducts, and nitrates.",arsenic,"June 06, 2016","['Fresno', 'Healdsburg', 'Sacramento', 'Bakersfield', 'Coachella', 'Camino', 'Tulare', 'Visalia', 'Arvin', 'Washington']",['Tulare'],Contaminated drinking water threatens California schools - Community Water Center,https://www.communitywatercenter.org/cabinetreportschools
139,", the water systems serving them experienced bacterial violations in more than one year) was between 254 and 332; 177 to 207 schools were impacted by recurring arsenic violations.",arsenic,"June 06, 2016","['Fresno', 'Healdsburg', 'Sacramento', 'Bakersfield', 'Coachella', 'Camino', 'Tulare', 'Visalia', 'Arvin', 'Washington']",['Tulare'],Contaminated drinking water threatens California schools - Community Water Center,https://www.communitywatercenter.org/cabinetreportschools
140," Bacterial and arsenic violations were the most common types of violations impacting schools, followed by the pesticide DBCP, disinfectant byproducts, and nitrates.",nitrate,"June 06, 2016","['Fresno', 'Healdsburg', 'Sacramento', 'Bakersfield', 'Coachella', 'Camino', 'Tulare', 'Visalia', 'Arvin', 'Washington']",['Tulare'],Contaminated drinking water threatens California schools - Community Water Center,https://www.communitywatercenter.org/cabinetreportschools
141," Bacterial and arsenic violations were the most common types of violations impacting schools, followed by the pesticide DBCP, disinfectant byproducts, and nitrates.",nitrates,"June 06, 2016","['Fresno', 'Healdsburg', 'Sacramento', 'Bakersfield', 'Coachella', 'Camino', 'Tulare', 'Visalia', 'Arvin', 'Washington']",['Tulare'],Contaminated drinking water threatens California schools - Community Water Center,https://www.communitywatercenter.org/cabinetreportschools
142,"
Water in the low-income community south of Tulare has long been contaminated with arsenic, forcing residents to buy bottled water.",arsenic,"June 02, 2016","['Tulare', 'Doyle']",['Tulare'],Residents in Tulare County community open taps to clean water - Community Water Center,https://www.communitywatercenter.org/mathenytract
143," As long as they’ve lived here, the water that comes out of their taps has been contaminated with arsenic and other chemicals; they refuse to drink it, and the very act of taking a shower can make them feel unclean.",arsenic,"May 27, 2016","['Stanford', 'Anderson', 'Alpaugh', 'Fresno', 'Farmersville', 'Sacramento', 'Davis', 'Tulare', 'East Porterville', 'Plymouth', 'Porterville', 'Seville', 'Arnold']",['Tulare'],The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
144,"”

The two most common hazards in this part of the Central Valley are arsenic, which occurs naturally, and nitrates from fertilizers spread over vast fields and from animal wastes that leach into the groundwater.",arsenic,"May 27, 2016","['Stanford', 'Anderson', 'Alpaugh', 'Fresno', 'Farmersville', 'Sacramento', 'Davis', 'Tulare', 'East Porterville', 'Plymouth', 'Porterville', 'Seville', 'Arnold']",['Tulare'],The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
145,"
The shame continued when residents from affected communities and their supporters assembled on the steps of the State Capitol in Sacramento bearing plastic bottles of contaminated water—nitrates from Tooleville, arsenic from Alpaugh—which they mixed into a “Central Valley blend” as a mock gift to legislators.",arsenic,"May 27, 2016","['Stanford', 'Anderson', 'Alpaugh', 'Fresno', 'Farmersville', 'Sacramento', 'Davis', 'Tulare', 'East Porterville', 'Plymouth', 'Porterville', 'Seville', 'Arnold']",['Tulare'],The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
146,"”

The two most common hazards in this part of the Central Valley are arsenic, which occurs naturally, and nitrates from fertilizers spread over vast fields and from animal wastes that leach into the groundwater.",nitrate,"May 27, 2016","['Stanford', 'Anderson', 'Alpaugh', 'Fresno', 'Farmersville', 'Sacramento', 'Davis', 'Tulare', 'East Porterville', 'Plymouth', 'Porterville', 'Seville', 'Arnold']",['Tulare'],The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
147," Most of the nitrates lurking in drinking water wells today were applied to fields decades ago, so the contamination levels will likely get worse in coming years as the chemicals continue to filter into the groundwater, according to scientists at the University of California at Davis.",nitrate,"May 27, 2016","['Stanford', 'Anderson', 'Alpaugh', 'Fresno', 'Farmersville', 'Sacramento', 'Davis', 'Tulare', 'East Porterville', 'Plymouth', 'Porterville', 'Seville', 'Arnold']",['Tulare'],The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
148,"
The shame continued when residents from affected communities and their supporters assembled on the steps of the State Capitol in Sacramento bearing plastic bottles of contaminated water—nitrates from Tooleville, arsenic from Alpaugh—which they mixed into a “Central Valley blend” as a mock gift to legislators.",nitrate,"May 27, 2016","['Stanford', 'Anderson', 'Alpaugh', 'Fresno', 'Farmersville', 'Sacramento', 'Davis', 'Tulare', 'East Porterville', 'Plymouth', 'Porterville', 'Seville', 'Arnold']",['Tulare'],The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
149,"”

The two most common hazards in this part of the Central Valley are arsenic, which occurs naturally, and nitrates from fertilizers spread over vast fields and from animal wastes that leach into the groundwater.",nitrates,"May 27, 2016","['Stanford', 'Anderson', 'Alpaugh', 'Fresno', 'Farmersville', 'Sacramento', 'Davis', 'Tulare', 'East Porterville', 'Plymouth', 'Porterville', 'Seville', 'Arnold']",['Tulare'],The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
150," Most of the nitrates lurking in drinking water wells today were applied to fields decades ago, so the contamination levels will likely get worse in coming years as the chemicals continue to filter into the groundwater, according to scientists at the University of California at Davis.",nitrates,"May 27, 2016","['Stanford', 'Anderson', 'Alpaugh', 'Fresno', 'Farmersville', 'Sacramento', 'Davis', 'Tulare', 'East Porterville', 'Plymouth', 'Porterville', 'Seville', 'Arnold']",['Tulare'],The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
151,"
The shame continued when residents from affected communities and their supporters assembled on the steps of the State Capitol in Sacramento bearing plastic bottles of contaminated water—nitrates from Tooleville, arsenic from Alpaugh—which they mixed into a “Central Valley blend” as a mock gift to legislators.",nitrates,"May 27, 2016","['Stanford', 'Anderson', 'Alpaugh', 'Fresno', 'Farmersville', 'Sacramento', 'Davis', 'Tulare', 'East Porterville', 'Plymouth', 'Porterville', 'Seville', 'Arnold']",['Tulare'],The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
152," We conducted community meetings, or ""platicas,"" in Arvin, East Porterville, and Fresno to talk with community partners about nitrate contamination, 1,2,3-TCP's impending Maximum Contaminant Level, and local water pilot projects.",nitrate,"May 09, 2016","['Orosi', 'Fresno', 'San Joaquin', 'East Porterville', 'Arvin']",[],Great Accomplishments during National Drinking Water Week 2016!,https://www.communitywatercenter.org/accomplishments_ndww2016
153," After 15 years with arsenic contamination, one small Kern County community took the struggle for clean water into its own hands--in a campaign that could serve as a role model for others.",arsenic,"May 05, 2016","['Coachella', 'Lamont', 'Camino', 'Arvin']",['Kern'],"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
154,"”
More precisely, it was contaminated—with arsenic.",arsenic,"May 05, 2016","['Coachella', 'Lamont', 'Camino', 'Arvin']",['Kern'],"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
155,"
“Any of the medium sized and large cities, this isn't an issue because you can pay for the infrastructure to take the arsenic out of the water,” he says.",arsenic,"May 05, 2016","['Coachella', 'Lamont', 'Camino', 'Arvin']",['Kern'],"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
